id|Question|Answer_1
2184|Tôi có thể đăng ký danh sách chờ để được tiêm vaccine Pfizer (khi đã có hàng) được không? Tôi sẽ phải đăng ký chờ ở đâu? Tôi xin cảm ơn!| Chào chị, Theo thông tin từ Bộ Y tế, hơn 90.000 liều vaccine Covid-19 Pfizer/BioNTech đã về đến sân bay Nội Bài vào sáng ngày 7/7/2021. Đây là lô vaccine đầu tiên của hãng này về Việt Nam. Hiện nay, Chính phủ chưa có cơ chế triển khai tiêm chủng loại vaccine này.  Hiện nay, Việt Nam đang tiến hành tiêm chủng vaccine AstraZeneca (Vương quốc Anh) cho các đối tượng, địa bàn ưu tiên theo hướng dẫn chỉ đạo của Chính phủ và Bộ Y tế. Hệ thống tiêm chủng VNVC tự hào là đơn vị duy nhất được Bộ Y tế chỉ định sát cánh cùng các cơ sở y tế Nhà nước thực hiện tiêm chủng cho các đối tượng ưu tiên theo quy định.  Cảm ơn chị, chúc chị nhiều sức khỏe.
4165|Người bị áp dụng biện pháp cách ly y tế được hưởng chế độ gì?|"Theo Điều 2 Thông tư số 32/2012/TT-BTC ngày 29/02/2012 của Bộ Tài chính quy định chế độ, quản lý và sử dụng kinh phí đối với người bị áp dụng biện pháp cách ly y tế, cưỡng chế cách ly y tế, người bị áp dụng biện pháp cách ly y tế được hưởng các chế độ sau:

- Được miễn chi phí khám bệnh, chữa bệnh theo quy định hiện hành về giá dịch vụ khám bệnh, chữa bệnh đối với cơ sở y tế công lập do cơ quan có thẩm quyền ban hành khi phát hiện, điều trị các bệnh truyền nhiễm theo hướng dẫn chuyên môn của Bộ Y tế.

- Được cấp không thu tiền: Nước uống, khăn mặt, khẩu trang, nước dung dịch rửa tay, dung dịch sát khuẩn miệng, bàn chải đánh răng, xà phòng tắm gội và các vật dụng thiết yếu khác phục vụ nhu cầu sinh hoạt trong những ngày cách ly y tế theo định mức sử dụng cho người bị cách ly y tế do Bộ Y tế ban hành.

- Được miễn chi phí di chuyển từ nhà (đối với trường hợp đang thực hiện cách ly y tế tại nhà nhưng có dấu hiệu tiến triển thành mắc bệnh truyền nhiễm phải thực hiện cách ly y tế tại cơ sở khám bệnh, chữa bệnh), từ cơ sở, địa điểm phát hiện đối tượng phải thực hiện cách ly y tế đến cơ sở cách ly y tế hoặc từ cơ sở cách ly y tế này đến cơ sở cách ly y tế khác theo quyết định của người có thẩm quyền; được bảo đảm vận chuyển thuận lợi, an toàn và đúng quy định.

- Trường hợp người bị áp dụng biện pháp cách ly y tế đang trong thời gian cách ly mà mắc các bệnh khác phải khám, điều trị thì phải thanh toán chi phí khám bệnh, điều trị bệnh đó theo quy định của pháp luật về giá dịch vụ khám bệnh, chữa bệnh; nếu người đó có thẻ bảo hiểm y tế thì việc thanh toán chi phí khám bệnh, chữa bệnh thực hiện theo quy định của pháp luật về bảo hiểm y tế.

- Trường hợp người bị áp dụng biện pháp cách ly y tế tử vong thì được miễn chi phí cho việc bảo quản, quàn ướp, mai táng, di chuyển thi thể, hài cốt theo quy định của pháp luật về phòng, chống bệnh truyền nhiễm. Mức chi theo thực tế phát sinh trên cơ sở hoá đơn, chứng từ hợp lệ đảm bảo theo đúng các quy định về chuyên môn y tế của việc bảo quản, quàn, ướp, mai táng, di chuyển thi thể, hài cốt do Bộ trưởng Bộ Y tế ban hành.

- Người bị áp dụng biện pháp cách ly y tế được cơ sở thực hiện cách ly y tế cung cấp bữa ăn theo yêu cầu, phù hợp với khả năng của cơ sở thực hiện cách ly y tế. Chi phí tiền ăn do người bị áp dụng biện pháp cách ly y tế tự chi trả. Trường hợp người bị cách ly y tế là người thuộc hộ nghèo theo quy định thì được hỗ trợ tiền ăn theo mức 40.000 đồng/ngày trong thời gian cách ly y tế.

- Người bị áp dụng biện pháp cách ly y tế được cơ sở thực hiện cách ly y tế cấp giấy chứng nhận thời gian thực hiện cách ly y tế để làm căn cứ hưởng các chế độ theo quy định của Bộ luật Lao động, Luật Bảo hiểm xã hội và các văn bản hướng dẫn (nếu có)."
2832|Cháu đang điều trị cường giáp và uống thuốc hàng ngày. Cháu có được tính là có bệnh nền và có thể tiêm vaccine Covid-19 được không ạ?|" Chào bạn,
Theo hướng dẫn của Bộ Y tế về khám sàng lọc tiêm chửng vaccine Covid-19 thì đối với trường hợp cường giáp của bạn đang dùng thuốc hàng ngày nếu tình trạng bệnh đã ổn định và khi khám sàng lọc tình trạng sức khỏe tốt, các chỉ số mạch, huyết áp, nhịp tim, nhịp thở,... trong giới hạn bình thường thì vẫn được chỉ định tiêm vaccine Covid-19. Còn nếu bạn đang trong đợt điều trị tấn công hoặc đang trong đợt điều trị phóng xạ Iod hoặc có điều trị thuốc ức chế miễn dịch liều cao (tương đương hoặc hơn 2mg prednisolon/kg/ngày trong ít nhất 7 ngày) thì bạn sẽ phải hoãn tiêm sau 14 ngày và xin thêm ý kiến của bác sĩ điều trị.
Chúc bạn sức khỏe. Trân trọng!"
1886|Theo tôi được biết vaccine Moderna do Mỹ hỗ trợ đã về đến Việt Nam và sẽ bàn giao cho người dân Sài Gòn được tiêm chủng. Công ty tôi muốn đăng ký tiêm loại vaccine này quy trình như thế nào?|" Chào anh, 
Theo thông tin từ Cơ quan Phát triển quốc tế Mỹ (USAID), 2 triệu liều vaccine ngừa Covid-19 Moderna do chính phủ Mỹ hỗ trợ thông qua cơ chế COVAX đã về đến sân bay Nội Bài (Hà Nội) và Chính phủ chưa có cơ chế triển khai tiêm chủng loại vaccine này. Anh vui lòng chờ thêm thông tin từ Chính Phủ và Bộ Y tế.
Hiện nay, Việt Nam đang tiến hành tiêm chủng vaccine AstraZeneca (Vương quốc Anh) cho các đối tượng, địa bàn ưu tiên theo hướng dẫn chỉ đạo của Chính phủ và Bộ Y tế. Hệ thống tiêm chủng VNVC tự hào là đơn vị duy nhất được Bộ Y tế chỉ định sát cánh cùng các cơ sở y tế Nhà nước thực hiện tiêm chủng cho các đối tượng ưu tiên theo quy định.
Cảm ơn anh, chúc anh nhiều sức khỏe."
2836|Mẹ tôi năm nay 75 tuổi, có bệnh nền huyết áp cao, tim mạch, tiểu đường tuýp 2, đau khớp, dạ dày. Hiện mẹ dùng thuốc huyết áp, tim mạch, tiểu đường thường xuyên và thỉnh thoảng dùng thuốc khớp, nhưng cứ dùng thuốc khớp một thời gian lại đau dạ dày, nên không dùng thường xuyên. Vậy tình trạng sức khỏe của mẹ tôi như thế có tiêm vaccine Covid-19 được không? Và muốn tiêm vaccine Pfizer/BioNTech thì tiêm ở đâu?|" Chào bạn,
Với trường hợp của mẹ bạn thuộc đối tượng cần thận trọng tiêm chủng vaccine Covid-19 theo hướng dẫn của Bộ Y tế. Do đó, bạn nên được khám sàng lọc và tiêm chủng tại bệnh viện hoặc cơ sở y tế có đủ năng lực hồi sức ban đầu, bác sĩ sẽ xem xét việc sử dụng thuốc, cũng như tình trạng sức khỏe hiện tại của bác để có chỉ định tiêm chủng ngay hay hoãn tiêm. Về loại vaccine Covid-19 mà bạn muốn tiêm, bạn cần liên hệ với địa phương để biết chi tiết.
Kính chúc bạn và gia đình nhiều sức khỏe."
1544|"Trong thời gian mang thai cháu có tiêm thuốc chống đông máu, thời gian đầu tiêm liên tục, dần dần giãn cách ra 1-2 mũi/tuần cho tới khi gần 36 tuần là ngừng tiêm. Sau đó, cháu vẫn sinh thường, sinh đúng ngày dự kiến sinh. Bé con từ khi sinh tới giờ khỏe mạnh bình thường, hơn 8 tháng. Bản thân cháu dị ứng với vỏ tôm và gạch cua có tiền sử tràn dịch màng phổi trái năm 2017.
Các bác sĩ cho cháu hỏi tình trạng như cháu vào con có thể tiêm được vaccine Covid-19 không và cần chú ý điều gì không? Chúc các bác sĩ tuyến đầu chống dịch luôn nhiệt huyết, khỏe mạnh, bình an!"|" Chào bạn, cảm ơn lời chúc của bạn,
Theo Quyết định 2995-BYT về khám sàng lọc trước tiêm vaccine Covid-19 trường hợp bạn có dị ứng vỏ tôm và cua gạch mức độ nhẹ bạn có thể tiêm chủng vaccine Covid-19 tại bệnh viện, ngược lại nếu bạn gặp phản ứng phản vệ nặng độ 2 trở lên thì bạn thuộc nhóm chống chỉ định tiêm vaccine Covid-19.
Trong thời gian mang thai bạn có sử dụng thuốc, hiện tại con bạn đã 8 tháng, bạn có tiền sử tràn dịch màng phổi trái năm 2017 đã điều trị ổn định bạn thì bạn có thể tiêm chủng vaccine bình thường. Bạn cần cung cấp đầy đủ thông tin về tiền sử dị ứng và bệnh lý, hiện tại có cho con bú hay không để bác sĩ khám sàng lọc quyết định tiêm chủng và tư vấn theo dõi sau tiêm.
Cảm ơn câu hỏi của bạn. Trân trọng!"
2820|Tôi đã từng bị bệnh basedow. Hôm 15/6/2021, tôi có đi khám tại bệnh viện, các kết quả xét nghiệm và kết luận của bác sĩ là tôi bị bình giáp và chỉ còn rối loạn mỡ máu. Hiện bác sĩ cho tôi uống thuốc. Tôi có thể tiêm vaccine Covid-19 được không? Xin bác sĩ tư vấn giúp tôi. |" Chào Anh/Chị,
Trong trường hợp của Anh/Chị nếu trình trạng bệnh Basedow đã ổn (xét nghiệm kết quả bình giáp), chỉ còn rối loạn mỡ máu, nếu sức khỏe của Anh/Chị khi khám sàng lọc cho các chỉ số về huyết áp, mạch, nhịp tim... trong giới hạn bình thường và tình trạng sức khỏe tốt thì Anh/Chị vẫn được chỉ định tiêm vaccine Covid-19. Sau khi tiêm chủng, Anh/Chị cần tuân thủ theo đúng hướng dẫn của bác sĩ về theo dõi các phản ứng sau tiêm để kịp thời xử trí nếu có bất thường xảy ra.
Chúc Anh/Chị sức khỏe. Trân trọng!"
667|Các chợ truyền thống ở nội thành TP.HCM có tổ chức giao hàng tận nhà trongđợt giãn cách này không?|"Chợ vẫn giữ dịch vụ ""đi chợ giúp"" cho người dân. Tiểu thương sẽ giao hàng đến người dân. Đại diện chợ Bình Thới dự định sẽ vận động thương nhân cung cấp số điện thoại lên các trang mạng, người dân ở nhà có thể liên hệ mua hàng.

Theo Sở Công thương TP.HCM, TP có khoảng 110/234 chợ truyền thống còn hoạt động. Khi áp dụng chỉ thị 16, các chợ sẽ phân luồng ra vào chợ, hạn chế lượng người vào chợ. Ngoài ra, có thể xem xét phân chia thời gian bán hàng, ưu tiên giao nhận hàng phía ngoài khu vực chợ."
3143|Tôi bị hen suyễn một đến 2 tháng khi thay đổi mùa, khi mệt mất sức mất ngủ thì lên cơn khó thở, như vậy có tiêm được vaccine Covid-19 không? Nếu tiêm thì tôi nên tiêm loại vaccine của Mỹ như Pfizer, Moderna hay Astrazeneca của Anh, loại nào an toàn hơn cho nhười bệnh hen suyễn? |" Chào chị,
Theo như mô tả của chị, chị có tiền sử hen suyễn, hiện tại sức khỏe ổn không thuộc nhóm đối tượng chống chỉ định tiêm vaccine Covid-19. Tuy nhiên, chị sẽ được bác sĩ khám sàng lọc và đánh giá lại tình trạng sức khỏe để quyết định việc tiêm chủng. Hiện tại, nếu được tiêm chị nên tiêm bất cứ vaccine Covid-19 nào hiện có để có cơ hội bảo vệ sớm và chưa có nghiên cứu nào cho thấy vaccine Covid-19 loại nào sẽ an toàn hơn cho người bị bệnh hen suyễn.
Cảm ơn câu hỏi của chị. Trân trọng!"
474|Xin cho biết, người được cách ly y tế tại khách sạn phải tuân thủ quy định như thế nào?|Ngày 20/3/2020, Bộ Y tế ban hành “Hướng dẫn tạm thời cách ly y tế tập trung tại khách sạn trong phòng, chống dịch COVID-19 do người được cách ly tự nguyện chi trả” kèm theo Quyết định 1246/QĐ-BYT.Theo đó, người đang được cách ly phải chấp hành nghiêm túc các quy định về cách ly y tế như sau:1. Cách ly tại phòng: hạn chế ra khỏi phòng, hạn chế tiếp xúc trực tiếp với người khác trong phân khu cách ly. Trong trường hợp buộc phải ra ngoài phòng, phải đeo khẩu trang và giữ khoảng cách với người khác tối thiểu 2 mét.2. Không được tự ý ra khỏi phân khu cách ly và khách sạn.3. Không tổ chức các trò chơi đông người trong phân khu cách ly. Không tụ tập nói chuyện với người được cách ly khác.4. Đeo khẩu trang khi tiếp xúc trực tiếp với người khác. Không khạc nhổ bừa bãi.5. Thường xuyên rửa tay bằng xà phòng và nước sạch vào các thời điểm: Trước khi ăn, sau khi đi vệ sinh, sau khi ho hắt hơi, khi tay bẩn... Tự rửa cốc chén, đồ dùng cá nhân và khuyến khích tự làm, đảm bảo vệ sinh trong phòng.6. Bỏ rác vào túi buộc kín và cho vào thùng đựng rác đặt ngoài hành lang trước cửa phòng để thu gom hằng ngày vào giờ cố định.7. Nhận đồ vải sạch đã để sẵn ở hành lang trước cửa phòng vào giờ cố định. Đồ vải cần giặt (quần áo, vỏ chăn ga, gối,...) cho vào túi buộc kín để ngoài hành lang trước cửa phòng để thu gom hằng ngày.8. Thường xuyên mở cửa sổ (nếu có) để thông khí. Hạn chế bật điều hòa nhiệt độ (nếu dùng thì để nhiệt độ trên 26°c và tăng cường thông gió).9. Tự theo dõi sức khỏe và thông báo cho lễ tân khách sạn hoặc cán bộ y tế ngay khi có một trong các triệu chứng: sốt, ho, đau họng, khó thở và các triệu chứng khác.10. Đồ ăn được cung cấp theo thực đơn của khách sạn vào thời gian cố định trong ngày. Không phục vụ đồ ăn theo yêu cầu của người được cách ly trừ trường hợp có đề xuất chế độ ăn của cán bộ y tế.11. Khách sạn chỉ chuyển giao đồ tiếp tế cho người được cách ly 1 lần/ngày vào thời gian cố định.
1403|Em bị viêm mũi dị ứng, lại hay bị ngứa, thường xuyên phải dùng thuốc dị ứng. Năm 2016, em mang thai bé thứ hai thì bị tràn dịch màng phổi. Với những bệnh trên liệu em có được chích ngừa vaccine Covid-19 không?|" Chào bạn 
Theo hướng dẫn mới nhất của Bộ Y tế, tình trạng sức khoẻ của bạn vẫn đủ điều kiện tiêm chủng vaccine Covid-19. Nếu tình trạng dị ứng nhiều, hoặc đang đợt cấp phải điều trị thuốc, bạn nên tiêm chủng vaccine Covid-19 tại bệnh viện để kịp thời xử lý phản ứng.
Cảm ơn câu hỏi của bạn. Trân trọng!"
3259|Tôi có bệnh nền tiểu đường tuýp 2. Từ trước tới nay, tôi không dị ứng với thuốc. Vậy tiêm vaccine Covid-19 có được không?|Trường hợp của anh/chị nếu bệnh đái tháo đường type II trong giai đoạn ổn định thì vẫn tiêm được vaccine Covid-19.
1297|Thưa bác sỹ. Em đã gởi câu hỏi về việc tiêm vaccine Covid-19 và đã được BS.CKI trả lời là được tiêm, do trước đây em bị dị ứng và có làm chuột bạch cho bệnh viện thử thuốc mới và kết thúc T7/20 nhưng giờ hết bị dị mề đay rồi, bác sĩ trả lời em tiêm vaccine tại khối bệnh viện. Tuy nhiên giờ gấp rút, em đã có danh sách tiêm rồi là tiêm ở các địa điểm bên ngoài chứ không phải tiêm ở khối bệnh viện thì em phải làm sao ạ? mE có được tiêm bên ngoài (theo danh sách điểm tiêm chuẩn của BYT chỉ định) liệu có an toàn không? Rất mong bác sĩ giải đáp.  |" Chào chị,
Để được tiêm chủng vaccine Covid-19, ngoài khối bệnh viện, chị có thể tiêm tại các điểm tiêm chủng có đủ năng lực hồi sức cấp cứu ban đầu. Chị đã đăng ký theo danh sách ưu tiên thì nên đi tiêm chủng bình thường. Khi khám sàng lọc trước tiêm, chị vui lòng thông báo các thông tin về tiền sử dị ứng của mình để bác sĩ khám sàng lọc quyết định chị có thể tiêm tại cơ sở đăng ký hay cần chuyển tuyến.
Chúc chị nhiều sức khỏe. Trân trọng!"
1168|Tôi đã phẫu thuật cắt dạ dày 2 lần vào năm 2009 và cắt ruột do bị tắt vào năm 2020, hiện nay sức khỏe bình thường. Tôi có thể tiêm vaccine ngừa Covid-19 được không?|" Chào chị,
Nếu sau phẫu thuật, sức khoẻ của chị đã bình thường vẫn có thể tiêm vaccine Covid-19 được.  Cảm ơn câu hỏi của chị, nếu còn thêm bất kỳ thắc mắc nào, chị có thể gọi đến hotline 028 7300 6595 hoặc inbox cho fanpage trungtamtiemchungvnvc. Trân trọng!"
438|Tôi đã khai báo y tế online trên trang khai báo y tế của Bộ Y tế, khi đã khai báo xong thì tôi có cần phải đến UBND xã để khai báo lại không?|Bộ Y tế trả lời vấn đề này như sau:Theo hướng dẫn của Bộ Y tế thì ông chỉ cần khai báo y tế online trên website: tokhaiyte.vn để phục vụ việc giám sát, truy vết nếu có nghi ngờ mắc Covid-19. Tuy nhiên, do việc áp dụng công nghệ thông tin tại các địa phương có thể chưa được triển khai thống nhất nên đề nghị ông liên hệ với chính quyền địa phương nơi đến để thực hiện.
380|Trong thời gian có dịch Covid-19, nhận được tin nhà trường báo con tôi bị ho, sốt tôi cần phải làm gì?|Trước hết anh chị không nên quá lo lắng về bệnh Covid-19 Tùy theo tình trạng của con, nhà trường sẽ mời anh chị đến đón con về nhà hoặc đưa đi khám bệnh để con được chẩn đoán và điều trị theo bệnh con mắc Anh chị nên tìm hiểu và nhớ lại trước các thông tin về việc đi lại, tiếp xúc của con trong 14 ngày gần đây, đặc biệt là việc tiếp xúc với người nghi bị nhiễm virus gây bệnh Covid-19
634|Virus SARS-CoV-2 có thể tồn tại ở vùng khí hậu nóng ẩm không?|"Có! Virus này đã lan sang cả các quốc gia có khí hậu nóng và ẩm, cũng như lạnh và khô.

Dù ở bất cứ nơi nào và điều kiện thời tiết ra sao, điều quan trọng là cần thực hiện các biện pháp phòng ngừa.

Mặc dù vậy, vẫn nên tiêm vắc-xin phòng các bệnh về đường hô hấp để bảo vệ sức khỏe của minh."
3581|Thưa bác sĩ! Mẹ tôi năm nay 79 tuổi, có tiền sử cao huyết áp, hay bị rối loạn tiền đình liệu có tiêm vaccine Covid-19 được không? Xin cám ơn bác sĩ!| Chào anh,  Nếu tại thời điểm tiêm mà huyết áp của mẹ của anh trong giới hạn cho phép và không bị rối loạn tiền đình thì bác vẫn có thể tiêm chủng bình thường. Tuy nhiên, để đảm bảo an toàn, mẹ của anh cần được bác sĩ khám sàng lọc và có chỉ định cụ thể.  Cảm ơn câu hỏi của anh. Trân trọng!
968|Tôi là người Hồi giáo - vắc xin có phải ảnh hưởng đến tín ngưỡng của tôi không?|"Không có sản phẩm thịt lợn nào có trong vắc xin Moderna, Pfizer-BioNTech, hoặc Johnson and
Johnson.
"
105|Sử dụng máy bay khi di chuyển có thể làm gia tăng nguy cơ nhiễm COVID-19 không?|Có. Đi máy bay đòi hỏi phải mất thời gian chờ đợi khi xếp hàng kiểm tra an ninh và tại nhà ga sân bay, điều này có thể khiến quý vị phải tiếp xúc gần với những người khác và các bề mặt thường xuyên bị nhiều người chạm vào. Hầu hết các loại vi-rút và vi trùng khác không dễ dàng lây lan trong các chuyến bay, do cách không khí lưu thông và được lọc trên máy bay. Tuy nhiên, rất khó duy trì cách ly giao tiếp xã hội trên các chuyến bay đông người, và quý vị có thể phải ngồi gần người khác (trong phạm vi 6 feet), đôi khi trong nhiều giờ. Điều này có thể làm tăng nguy cơ phơi nhiễm vi-rút gây ra COVID-19.
2778|Tôi hay bị dị ứng thức ăn, nhất là đồ hải sản (cua, tôm, cá hồi...), huyết áp thường thấp, khoảng 90/60. Tháng 3/2020 tôi có mổ u tuyến giáp lành tính. Như vậy tôi có tiêm được vaccine Covid-19 không? |" Chào Anh/Chị,
Theo hướng dẫn của Bộ Y tế, đối với người có tiền sử dị ứng với bất kỳ nguyên nhân nào đều thuộc đối tượng cẩn trọng tiêm chủng, cần tiêm tại bệnh viện hoặc cơ sơ tiêm chủng có đủ khả năng cấp cứu ban đầu. Khi khám, Anh/Chị cần cung cấp đầy đủ thông tin về mức độ dị ứng, thuốc điều trị và bệnh lý huyết áp để bác sĩ đánh giá và quyết định tiêm chủng. Sau khi tiêm Anh/Chị cần theo dõi tại chỗ ít nhất 30 phút, về nhà tiếp tục theo dõi ít nhất 7-28 ngày. Nếu Anh/Chị thấy có các triệu chứng bất thường cần tới cơ sở y tế gần nhất để được khám và điều trị.
Kính chúc Anh/Chị sức khỏe. Trân trọng!"
255|Vệ sinh khử trùng trên xe ô tô như thế nào trong mùa dịch Covid-19?|"Ngoài việc đeo khẩu trang, rửa tay thường xuyên và vệ sinh các thiết bị điện tử, mặt bàn,.. thì bạn cũng nên làm sạch xe hơi để hạn chế nguy cơ lây nhiễm Covid-19. Bạn cần phải khử trùng tất cả bề mặt của xe bằng thuốc khử trùng chuyên dụng và lau vài tuần một lần. Bên cạnh đó, cần chú ý giữ vệ sinh ở khoang cabin xe bằng cách sử dụng máy hút bụi.
Trong quá trình vệ sinh cho xe, cần phải sử dụng các dung dịch vệ sinh, tuy nhiên, các bề mặt với chất liệu khác nhau như da, kim loại, nhựa lại rất nhạy với các loại chất tẩy rửa. Nếu không sử dụng đúng chất tẩy rửa chuyên dụng có thể gây hư hỏng, bào mòn các bộ phận này. Do đó, nếu muốn sử dụng chất tẩy rửa tại nhà, bạn nên sử dụng một lượng nhỏ trước để kiểm tra tác dụng, hoặc pha với nồng độ phù hợp (có thể sử dụng hóa chất Cloramin B pha, nồng độ 0,01%)."
1928|Tôi có tiền sử bị động kinh do tai nạn, đã điều trị và được dừng thuốc hơn 10 năm nay. Vậy tôi có tiêm được vaccine Covid-19 không? Xin cảm ơn!|" Chào bạn
Với trường hợp của bạn, bệnh đã được kiểm soát 10 năm nay nên bạn hoàn toàn có thể tiêm chủng vaccine phòng Covid-19. Trước khi tiêm bạn cần cung cấp đầy đủ thông tin điều trị cho bác sĩ khám sàng lọc biết để đánh giá và chỉ định tiêm an toàn. Sau tiêm hãy tuân thủ theo đúng hướng dẫn của bác sỹ về theo dõi phản ứng sau tiêm chủng.
Cảm ơn câu hỏi của bạn. Trân trọng!"
3123|Tôi có cháu trai 16 tuổi sang tháng sẽ đi học ở Mỹ. Tôi có thể cho cháu tiêm vaccine phòng Covid-19 của Pfizer được không? Tôi ở Sài Gòn.|" Chào anh,
Vaccine xin phòng Covid-19 của Pfizer-BioNTech được khuyến cáo có thể sử dụng cho trẻ từ 12 tuổi trở lên. Con trai anh 16 tuổi, có thể tiêm vaccine phòng loại vaccine Covid-19 này. Tuy nhiên, anh cần liên hệ với chính quyền địa phương nơi cư trú để biết điểm đăng ký tiêm chủng phù hợp.
Cảm ơn câu hỏi của anh. Trân trọng!"
3774|Có nên uống hạ sốt sau tiêm không?|"Việc uống thuốc hạ sốt hay không uống thuốc hạ sốt không ảnh hưởng đến việc sinh miễn dịch của vaccine Covid-19. Mặt khác, nếu sốt cao trên 39 độ C, cơ thể mệt mỏi mà không uống thuốc hạ sốt có thể dẫn tới những biến chứng nguy hiểm hơn, đặc biệt ở những người có bệnh lý nền như suy tim, tăng huyết áp, người cao tuổi.

Việc dùng thuốc hạ sốt khi sốt, đơn thuần là điều trị triệu chứng, giúp cơ thể giảm bớt mệt mỏi, khó chịu, giảm bớt tình trạng mất nước, mất điện giải. Bên cạnh việc dùng thuốc, khi sốt khoảng 38-39 độ C, nên uống thêm nhiều nước, ăn nhiều hoa quả."
91|Hàng rào bảo vệ từ vắc-xin ngừa COVID-19 có thể kéo dài bao lâu?|"Chúng tôi không biết hàng rào bảo vệ đó sẽ kéo dài bao lâu cho những người đã được tiêm chủng. Điều chúng tôi biết đó là COVID-19 đã gây bệnh rất nghiêm trọng và gây tử vong cho nhiều người. Nếu bị nhiễm COVID-19, quý vị cũng có khả năng sẽ lây bệnh cho người thân, những người có thể bị bệnh nặng. Tiêm vắc-xin ngừa COVID-19 là môt lựa chọn an toàn hơn.Các chuyên gia đang làm việc để tìm hiểu thêm về cả miễn dịch tự nhiên và miễn dịch do vắc xin. CDC sẽ thông báo đến công chúng khi có bằng chứng mới.Trang liên quan:
Vắc-xin có hiệu quả"
2904|Mẹ tôi năm nay đã 65 tuổi và có các bệnh nền huyết áp cao, tiểu đường không phụ thuộc insulin, thừa cân và mỡ máu. Mẹ tôi đang uống thuốc hàng ngày bệnh huyết áp và tiểu đường có được tiêm vaccine Covid-19 hay không? Xin cảm ơn bác sĩ. |" Chào Anh/Chị,
Trường hợp của bác nhà nếu bệnh lý ổn định 3 tháng nay và không thay đổi điều trị thì bác có thể tiêm phòng vaccine Covid-19, tuy nhiên nên tiêm và theo dõi tại bệnh viện hoặc cơ sở y tế có năng lực hồi sức cấp cứu ban đầu.
Cảm ơn câu hỏi của Anh/Chị. Trân trọng!"
698|Người đang dùng thuốc kháng sinh có nên tiêm vắc xin?|vấn đề sử dụng thuốc kháng sinh có thể liên quan đến bệnh lý cấp tính bạn đang mắc phải, do đó khuyến cáo cần đem toa thuốc và bệnh án đang điều trị để được bác sĩ tư vấn cụ thể.
3654|Em bị giảm tiểu cầu vô căn. Một năm rưỡi nay em không đi kiểm tra lại công thức máu. Hiện tại sức khoẻ bình thường, không bị xuất huyết dưới da. Vậy em có thể tiêm vaccine ngừa Covid-19 không? | Chào bạn,  Theo hướng dẫn của Bộ Y tế, bạn vẫn có thể vẫn được tiêm ngừa vaccine COVID-19, tuy nhiên, bạn phải được khám sàng lọc kỹ và cần được tiêm chủng tại vệnh viện hoặc cơ sở y tế có đủ năng lực hồi sức cấp cứu ban đầu. Bạn nên khai báo với bác sĩ tiền sử bệnh lý, các dị ứng, mẫn cảm nếu có để được chỉ định tiêm chủng vaccine chính xác.  Cảm ơn câu hỏi của bạn, chúc bạn nhiều sức khỏe. Trân trọng! 
10|Người đeo kính áp tròng có nên thực hiện các biện pháp phòng ngừa đặc biệt để ngăn ngừa COVID-19 không?|"Hiện tại không có bằng chứng nào cho thấy người đeo kính áp tròng có nguy cơ mắc COVID-19 cao hơn so với người đeo kính mắt.
Người đeo kính áp tròng nên tiếp tục thực hành thói quen vệ sinh về chăm sóc và đeo kính áp tròng an toàn để giúp tránh lây nhiễm bất kỳ bệnh nhiễm trùng nào liên quan đến kính áp tròng, như luôn rửa tay bằng xà phòng và nước trước khi thao tác với kính áp tròng.
Những người khỏe mạnh có thể tiếp tục đeo và chăm sóc kính áp tròng theo quy định của chuyên gia nhãn khoa.
Tìm thêm thông tin về cách thức mà vi-rút corona lây lan và cách thức bảo vệ bản thân.Truy cập Trang web của CDC về kính áp tròng để biết thêm thông tin về việc đeo và chăm sóc kính áp tròng đúng cách."
1557|Tôi bị suy thoái đốt sống cổ, đau đầu mãn tính không rõ lý do, mỡ máu, gout, men gan. Vậy xin hỏi tôi có thể tiêm vaccine Covid-19 không? Cám ơn bác sĩ!| Chào anh,  Các bệnh mạn tính nếu chưa được kiểm soát, anh sẽ tạm hoãn tiêm chủng. Nếu các chỉ số xét nghiệm trong giới hạn và bệnh mạn tính ổn định >= 3 tháng thì anh có thể tiêm chủng bình thường. Khi đi tiêm anh nên mang theo hồ sơ và các kết quả xét nghiệm để bác sĩ khám sàng lọc tư vấn cụ thể hơn. Cảm ơn câu hỏi của anh. Trân trọng!
3433|Tôi nay 50 tuổi, có tiền sử bệnh tai biến mạch máo não, thể nhồi máu não đã được 8 năm. Hiện nay tôi đã được điều trị ổn định, huyết áp và tim mạch ổn. Tôi có nên tiêm vaccine Covid-19 không? |" Chào anh, 
Trường hợp các bệnh lý của anh hiện tại đã được điều trị ổn định, nếu không có vấn đề gì ảnh hưởng đến sức khỏe, anh có thể tiêm được vaccine Covid-19 bình thường tại khối bệnh viện.
Cảm ơn câu hỏi của anh. Trân trọng!"
